,movie,year,imdb,metascore,votes,n_imdb
486,Divinos Segredos,2002,6.0,48,16144,60.0
487,Gerry,2002,6.2,54,15970,62.0
488,"Roger, O Conquistador",2002,7.0,75,15828,70.0
489,Arca Russa,2002,7.4,86,15699,74.0
490,O Clube do Imperador,2002,6.9,49,15123,69.0
491,A Serviço de Sara,2002,5.3,18,15060,53.0
492,Peter Pan: De Volta à Terra do Nunca,2002,5.8,49,14733,58.0
493,Distante,2002,7.7,84,14121,77.0
494,Dolls,2002,7.7,71,14101,77.0
495,O Guru do Sexo,2002,5.4,47,13972,54.0
496,Destino Insólito,2002,3.6,18,13766,36.0
497,O Senhor dos Anéis: O Retorno do Rei,2003,8.9,94,1338359,89.0
498,Piratas do Caribe: A Maldição do Pérola Negra,2003,8.0,63,890142,80.0
499,Kill Bill: Volume 1,2003,8.1,69,811593,81.0
500,Procurando Nemo,2003,8.1,90,776001,81.0
501,Matrix Reloaded,2003,7.2,62,448274,72.0
502,X-Men 2,2003,7.5,68,442874,75.0
503,Oldboy,2003,8.4,74,403046,84.0
504,Matrix Revolutions,2003,6.7,47,388614,67.0
505,Peixe Grande e Suas Histórias Maravilhosas,2003,8.0,58,370391,80.0
506,Sobre Meninos e Lobos,2003,8.0,84,362838,80.0
507,Simplesmente Amor,2003,7.7,55,347502,77.0
508,Encontros e Desencontros,2003,7.8,89,346699,78.0
509,O Último Samurai,2003,7.7,55,341697,77.0
510,O Exterminador do Futuro 3: A Rebelião das Máquinas,2003,6.3,66,327122,63.0
511,Todo Poderoso,2003,6.7,46,320762,67.0
512,Uma Saída de Mestre,2003,7.0,68,303620,70.0
513,Anjos da Noite,2003,7.0,42,226083,70.0
514,Escola de Rock,2003,7.1,82,225068,71.0
515,Hulk,2003,5.7,54,224706,57.0
516,+Velozes +Furiosos,2003,5.9,38,212201,59.0
517,21 Gramas,2003,7.7,70,201083,77.0
518,Dias Incríveis,2003,7.2,54,194293,72.0
519,Identidade,2003,7.3,64,193112,73.0
520,Bad Boys II,2003,6.6,38,191147,66.0
521,Demolidor: O Homem Sem Medo,2003,5.3,42,185983,53.0
522,Tratamento de Choque,2003,6.2,52,180909,62.0
523,Mestre dos Mares - O Lado Mais Distante do Mundo,2003,7.4,81,178661,74.0
524,Como Perder um Homem em 10 Dias,2003,6.4,45,172918,64.0
525,American Pie: O Casamento,2003,6.3,43,172161,63.0
526,Um Duende em Nova York,2003,6.9,64,162574,69.0
527,A Liga Extraordinária,2003,5.8,30,149093,58.0
528,Era Uma Vez no México,2003,6.4,56,137670,64.0
529,Premonição 2,2003,6.2,38,129836,62.0
530,S.W.A.T.: Comando Especial,2003,6.0,45,125599,60.0
531,Cold Mountain,2003,7.2,73,124748,72.0
532,Johnny English,2003,6.1,51,121807,61.0
533,"Adeus, Lenin!",2003,7.7,68,121624,77.0
534,Todo Mundo em Pânico 3,2003,5.5,49,119333,55.0
535,O Novato,2003,6.6,56,119134,66.0
536,Papai Noel às Avessas,2003,7.1,70,118557,71.0
537,Dogville,2003,8.0,60,116128,80.0
538,O Massacre da Serra Elétrica,2003,6.2,38,115478,62.0
539,Monster: Desejo Assassino,2003,7.3,74,114712,73.0
540,Os Vigaristas,2003,7.3,61,112219,73.0
541,Lara Croft: Tomb Raider - A Origem da Vida,2003,5.5,43,110614,55.0
542,As Panteras: Detonando,2003,4.8,48,106275,48.0
543,Sexta-Feira Muito Louca,2003,6.1,70,105355,61.0
544,Lágrimas do Sol,2003,6.6,48,99657,66.0
545,Alguém Tem Que Ceder,2003,6.7,66,96898,67.0
546,Freddy vs. Jason,2003,5.8,37,95855,58.0
547,A Vida de David Gale,2003,7.6,31,95134,76.0
548,Na Companhia do Medo,2003,5.8,38,94725,58.0
549,Pânico na Floresta,2003,6.1,32,94148,61.0
550,O Pagamento,2003,6.3,43,93927,63.0
551,Os Sonhadores,2003,7.2,62,90211,72.0
552,Bater ou Correr em Londres,2003,6.2,58,87678,62.0
553,Bem-vindo à Selva,2003,6.7,59,87514,67.0
554,O Núcleo: Missão ao Centro da Terra,2003,5.5,48,81489,55.0
555,Memórias de um Assassino,2003,8.1,82,81100,81.0
556,O Amor Custa Caro,2003,6.3,71,81024,63.0
557,Doze é Demais,2003,5.8,46,80922,58.0
558,O Júri,2003,7.1,61,80817,71.0
559,O Apanhador de Sonhos,2003,5.5,35,80399,55.0
560,Irmão Urso,2003,6.8,48,77920,68.0
561,Elefante,2003,7.2,70,75292,72.0
562,Aos Treze,2003,6.8,70,72433,68.0
563,"Primavera, Verão, Outono, Inverno... E Primavera",2003,8.1,85,66975,81.0
564,O Sorriso de Mona Lisa,2003,6.4,45,66139,64.0
565,A Casa dos 1000 Corpos,2003,6.0,31,64964,60.0
566,Moça com Brinco de Pérola,2003,7.0,72,64135,70.0
567,Ong-Bak - Guerreiro Sagrado,2003,7.2,69,64054,72.0
568,O Mistério dos Escavadores,2003,7.1,71,63468,71.0
569,O Agente da Estação,2003,7.7,81,61138,77.0
570,Recém-Casados,2003,5.4,28,60735,54.0
571,Seabiscuit - Alma de Herói,2003,7.3,72,60108,73.0
572,Amor ou Consequência,2003,7.7,45,59621,77.0
573,Casa de Areia e Névoa,2003,7.6,71,58926,76.0
574,Alta Tensão,2003,6.8,42,58825,68.0
575,Pacto de Justiça,2003,7.5,67,57619,75.0
576,Peter Pan,2003,6.9,64,57594,69.0
577,Linha do Tempo,2003,5.6,28,55174,56.0
578,A Creche do Papai,2003,5.5,39,53508,55.0
579,Violação de Conduta,2003,6.5,34,52926,65.0
580,Kal Ho Naa Ho,2003,8.0,54,51676,80.0
581,Tudo Que Uma Garota Quer,2003,5.8,41,51442,58.0
582,Sobre Café e Cigarros,2003,7.1,65,51039,71.0
583,Legalmente Loira 2,2003,4.7,47,50793,47.0
584,Olhos Famintos 2,2003,5.6,36,49544,56.0
585,Por um Triz,2003,6.5,63,49284,65.0
586,Duplex,2003,5.9,50,49000,59.0
587,Medo,2003,7.2,65,46731,72.0
588,Ligado em Você,2003,5.8,62,46599,58.0
589,Lições Para Toda Vida,2003,7.6,52,45866,76.0
590,Mar Aberto,2003,5.7,63,45179,57.0
591,As Bicicletas de Belleville,2003,7.8,91,45006,78.0
592,Pequenos Espiões 3-D: Game Over,2003,4.2,57,44318,42.0
593,O Monge à Prova de Balas,2003,5.5,40,44035,55.0
594,Anti-Herói Americano,2003,7.5,90,43660,75.0
595,Contato de Risco,2003,2.4,18,42947,24.0
596,Zatoichi,2003,7.6,75,42848,76.0
597,Segurança Nacional,2003,5.6,31,41461,56.0
598,O Vingador,2003,6.1,36,40473,61.0
599,11:14,2003,7.2,65,39985,72.0
600,Sinbad: A Lenda dos Sete Mares,2003,6.7,48,39968,67.0
601,O Gato,2003,3.8,19,39693,38.0
602,Sob o Sol da Toscana,2003,6.8,52,39288,68.0
603,Honey: No Ritmo dos Seus Sonhos,2003,5.3,37,38964,53.0
604,Caçado,2003,6.0,40,37949,60.0
605,Swimming Pool - À Beira da Piscina,2003,6.8,70,37113,68.0
606,Contra o Tempo,2003,5.8,36,36993,58.0
607,Abaixo o Amor,2003,6.3,52,35096,63.0
608,Mansão Mal-Assombrada,2003,4.9,34,34931,49.0
609,O Retorno,2003,8.0,82,34262,80.0
610,Meu Nome é Radio,2003,6.9,38,33963,69.0
611,House of the Dead: O Filme,2003,2.0,15,33367,20.0
612,O Medalhão,2003,5.2,38,32924,52.0
613,Divisão de Homicídios,2003,5.3,47,32627,53.0
614,Debi & Lóide 2: Quando Debi Conheceu Lóide,2003,3.4,19,32142,34.0
615,Evil - Raízes do Mal,2003,7.8,61,31897,78.0
616,A Casa Caiu,2003,5.6,39,31441,56.0
617,Confidence - O Golpe Perfeito,2003,6.7,59,31365,67.0
618,"Grande Menina, Pequena Mulher",2003,6.1,33,30930,61.0
619,Lizzie McGuire: Um Sonho Popstar,2003,5.4,56,30254,54.0
620,O Preço de uma Verdade,2003,7.2,73,30234,72.0
621,The Cooler - Quebrando a Banca,2003,7.0,69,29604,70.0
622,Desaparecidas,2003,6.5,55,29173,65.0
623,Tocando o Vazio,2003,8.1,82,29033,81.0
624,O Agente Teen,2003,5.1,41,28770,51.0
625,No Cair da Noite,2003,5.0,23,27335,50.0
626,Looney Tunes: De Volta à Ação,2003,5.7,64,26978,57.0
627,Igual a Tudo na Vida,2003,6.4,43,26674,64.0
628,Revelações,2003,6.3,57,26672,63.0
629,As Invasões Bárbaras,2003,7.7,70,25892,77.0
630,Canguru Jack,2003,4.4,16,25146,44.0
631,De Justin para Kelly,2003,2.1,14,24003,21.0
632,Amor Sem Fronteiras,2003,6.5,32,23838,65.0
633,Os Grandes Músicos,2003,7.3,81,23300,73.0
634,Ned Kelly,2003,6.5,56,22884,65.0
635,Tokyo Goddofazazu,2003,7.9,73,22440,79.0
636,Voando Alto,2003,5.2,27,22414,52.0
637,Minha Vida Sem Mim,2003,7.6,57,22072,76.0
638,Kontroll,2003,7.7,72,21139,77.0
639,O Mundo de Leland,2003,7.1,37,20916,71.0
640,Na Captura dos Friedmans,2003,7.8,90,20757,78.0
641,Garotas do Calendário,2003,6.9,60,20580,69.0
642,Sob a Névoa da Guerra,2003,8.2,87,20371,82.0
643,Em Carne Viva,2003,5.3,46,19487,53.0
644,Crimes em Wonderland,2003,6.6,43,19454,66.0
645,Garganta do Diabo,2003,4.9,37,19125,49.0
646,A Corporação,2003,8.1,73,18928,81.0
647,Código 46,2003,6.2,57,18774,62.0
648,Do Jeito Que Ela É,2003,7.1,70,18570,71.0
649,Santos ou Soldados,2003,6.8,56,18556,68.0
650,O Melhor da Juventude,2003,8.5,89,17656,85.0
651,O Custo da Coragem,2003,6.9,55,17112,69.0
652,Seqüestro em Malibu,2003,5.1,43,16809,51.0
653,De grønne slagtere,2003,7.3,54,16118,73.0
654,A Vingança de Willard,2003,6.2,61,15885,62.0
655,Um Pobretão na Casa Branca,2003,5.4,44,15736,54.0
656,Devorador de Pecados,2003,5.2,21,15621,52.0
657,Falsa Moral,2003,7.1,45,15292,71.0
658,Carandiru,2003,7.6,71,15163,76.0
659,Uma Chamada Perdida,2003,6.2,54,15024,62.0
660,Louco por Elas,2003,5.6,27,14978,56.0
661,Brilho Eterno de uma Mente Sem Lembranças,2004,8.3,89,739866,83.0
662,Kill Bill: Volume 2,2004,8.0,83,558201,80.0
663,Menina de Ouro,2004,8.1,86,531418,81.0
664,Os Incríveis,2004,8.0,90,523241,80.0
665,Homem-Aranha 2,2004,7.3,83,453285,73.0
666,Diário de uma Paixão,2004,7.9,53,432727,79.0
667,Todo Mundo Quase Morto,2004,8.0,76,430760,80.0
668,Harry Potter e o Prisioneiro de Azkaban,2004,7.8,82,429773,78.0
669,"Eu, Robô",2004,7.1,59,425334,71.0
670,Tróia,2004,7.2,56,415739,72.0
671,Efeito Borboleta,2004,7.7,30,389034,77.0
672,A Supremacia Bourne,2004,7.8,73,381026,78.0
673,Crash - No Limite,2004,7.8,69,380211,78.0
674,O Dia Depois de Amanhã,2004,6.4,47,358240,64.0
675,Shrek 2,2004,7.2,75,344202,72.0
676,O Terminal,2004,7.3,55,332578,73.0
677,Jogos Mortais,2004,7.7,46,325782,77.0
678,Colateral,2004,7.6,71,313231,76.0
679,Doze Homens e Outro Segredo,2004,6.5,58,306823,65.0
680,O Operário,2004,7.7,61,305727,77.0
681,Hotel Ruanda,2004,8.1,79,287749,81.0
682,O Âncora: A Lenda de Ron Burgundy,2004,7.2,63,287235,72.0
683,Chamas da Vingança,2004,7.7,47,286118,77.0
684,O Aviador,2004,7.5,77,285425,75.0
685,Como se Fosse a Primeira Vez,2004,6.8,48,284651,68.0
686,A Queda! As Últimas Horas de Hitler,2004,8.2,82,273677,82.0
687,Meninas Malvadas,2004,7.0,66,271864,70.0
688,A Lenda do Tesouro Perdido,2004,6.9,39,269329,69.0
689,Hellboy,2004,6.8,72,262626,68.0
690,O Castelo Animado,2004,8.2,80,244081,82.0
691,Entrando Numa Fria Maior Ainda,2004,6.3,41,224391,63.0
692,Van Helsing: O Caçador de Monstros,2004,6.0,35,212472,60.0
693,A Vila,2004,6.5,44,210249,65.0
694,Madrugada dos Mortos,2004,7.3,59,207118,73.0
695,Com a Bola Toda,2004,6.7,55,199094,67.0
696,Hora de Voltar,2004,7.5,67,194464,75.0
697,A Batalha de Riddick,2004,6.7,38,194126,67.0
698,A Paixão de Cristo,2004,7.2,47,189464,72.0
699,Antes do Pôr-do-Sol,2004,8.0,90,183960,80.0
700,Em Busca da Terra do Nunca,2004,7.7,67,182571,77.0
701,Show de Vizinha,2004,6.8,47,180694,68.0
702,Closer: Perto Demais,2004,7.3,65,178271,73.0
703,Desventuras em Série,2004,6.8,62,173001,68.0
704,Eurotrip: Passaporte Para a Confusão,2004,6.6,45,171879,66.0
705,Napoleon Dynamite,2004,6.9,64,171584,69.0
706,Resident Evil 2: Apocalipse,2004,6.2,35,165518,62.0
707,Madrugada Muito Louca,2004,7.1,64,163691,71.0
708,Sideways - Entre Umas e Outras,2004,7.5,94,158985,75.0
709,A Janela Secreta,2004,6.6,46,158537,66.0
710,Alien vs. Predador,2004,5.6,29,158083,56.0
711,A Vida Marinha com Steve Zissou,2004,7.3,62,152135,73.0
712,Alexandre,2004,5.6,39,146502,56.0
713,Rei Arthur,2004,6.3,46,144517,63.0
714,Blade: Trinity,2004,5.9,38,144098,59.0
715,Team America: Detonando o Mundo,2004,7.2,64,143327,72.0
716,Nem Tudo é o Que Parece,2004,7.4,73,142816,74.0
717,O Espanta Tubarões,2004,6.0,48,142761,60.0
718,O Expresso Polar,2004,6.6,61,134822,66.0
719,De Repente 30,2004,6.1,57,133167,61.0
720,O Justiceiro,2004,6.5,33,132595,65.0
721,Starsky & Hutch - Justiça em Dobro,2004,6.1,55,125908,61.0
722,O Grito,2004,5.9,49,123687,59.0
723,Ray,2004,7.7,73,118724,77.0
724,Fahrenheit 11 de Setembro,2004,7.5,67,117696,75.0
725,Quero Ficar com Polly,2004,5.9,44,112019,59.0
726,As Branquelas,2004,5.5,41,108125,55.0
727,Kung-Fusão,2004,7.8,78,107298,78.0
728,O Fantasma da Ópera,2004,7.3,40,102726,73.0
729,O Clã das Adagas Voadoras,2004,7.6,89,97129,76.0
730,Mulher-Gato,2004,3.3,27,93644,33.0
731,Sob o Domínio do Mal,2004,6.6,76,91777,66.0
732,Super Size Me - A Dieta do Palhaço,2004,7.2,73,90848,72.0
733,Matadores de Velhinha,2004,6.2,56,88907,62.0
734,Diários de Motocicleta,2004,7.8,75,87531,78.0
735,Bridget Jones: No Limite da Razão,2004,5.9,44,86471,59.0
736,Celular: Um Grito de Socorro,2004,6.5,60,83028,65.0
737,Primer,2004,6.9,68,81951,69.0
738,Capitão Sky e o Mundo de Amanhã,2004,6.1,64,75576,61.0
739,Volta ao Mundo em 80 Dias: Uma Aposta Muito Louca,2004,5.8,49,73814,58.0
740,Mar de Fogo,2004,6.7,54,70809,67.0
741,Espanglês,2004,6.4,48,69448,64.0
742,Roubando Vidas,2004,6.2,38,69400,62.0
743,A Nova Cinderela,2004,5.9,25,68841,59.0
744,Mar Adentro,2004,8.0,74,68701,80.0
745,Eterno Amor,2004,7.7,76,65474,77.0
746,Garfield: O Filme,2004,5.0,27,65212,50.0
747,Bob Esponja: O Filme,2004,7.0,66,64404,70.0
748,O Diário da Princesa 2: Casamento Real,2004,5.7,43,60131,57.0
749,Mistérios da Carne,2004,7.7,73,59839,77.0
750,Os Esquecidos,2004,5.8,43,59655,58.0
751,B13 - 13º Distrito,2004,7.2,70,59172,72.0
752,Huckabees: A Vida é Uma Comédia,2004,6.7,55,58649,67.0
753,Com as Próprias Mãos,2004,6.2,44,57356,62.0
754,Menina dos Olhos,2004,6.2,43,57336,62.0
755,Wimbledon: O Jogo do Amor,2004,6.3,59,54318,63.0
756,Mulheres Perfeitas,2004,5.2,42,52380,52.0
757,Caçadores de Mentes,2004,6.4,33,52199,64.0
758,Uma Garota Encantada,2004,6.3,53,51973,63.0
759,Tudo Pela Vitória,2004,7.3,70,50593,73.0
760,Brigada 49,2004,6.5,47,50503,65.0
761,Em Boa Companhia,2004,6.5,66,50362,65.0
762,Guardiões da Noite,2004,6.5,58,48905,65.0
763,Meu Vizinho Mafioso 2,2004,5.5,24,48432,55.0
764,Má Educação,2004,7.5,81,48381,75.0
765,A Voz do Coração,2004,7.9,56,48044,79.0
766,O Vôo da Fênix,2004,6.1,47,47550,61.0
767,Paixão à Flor da Pele,2004,7.0,40,47524,70.0
768,Alfie: O Sedutor,2004,6.2,49,45813,62.0
769,2046 - Os Segredos do Amor,2004,7.5,78,44173,75.0
770,Kinsey - Vamos Falar de Sexo,2004,7.1,79,44127,71.0
771,Contra a Parede,2004,8.0,78,43692,80.0
772,Vingança Redentora,2004,7.7,52,42812,77.0
773,Casa Vazia,2004,8.1,72,41793,81.0
774,Galera do Mal,2004,6.8,62,41636,68.0
775,Ladrão de Diamantes,2004,6.3,38,40197,63.0
776,Veer-Zaara,2004,7.9,67,40149,79.0
777,Desafio no Gelo,2004,7.5,68,39312,75.0
778,Totalmente Sem Rumo,2004,5.9,29,39288,59.0
779,Dança Comigo?,2004,6.1,47,38002,61.0
780,Scooby-Doo 2: Monstros à Solta,2004,5.0,34,37063,50.0
781,Táxi,2004,4.4,27,35220,44.0
782,Um Príncipe em Minha Vida,2004,5.9,47,33949,59.0
783,A Irmandade da Guerra,2004,8.1,64,33799,81.0
784,O Libertino,2004,6.4,44,32466,64.0
785,Um Presente para Helen,2004,6.0,38,32462,60.0
786,Curtindo a Liberdade,2004,6.1,46,31997,61.0
787,Maria Cheia de Graça,2004,7.5,87,31618,75.0
788,O Filho de Chucky,2004,4.9,46,31552,49.0
789,Reencarnação,2004,6.1,50,31305,61.0
790,O Mercador de Veneza,2004,7.1,63,31247,71.0
791,O Fantasma do Futuro 2: A Inocência,2004,7.6,66,31152,76.0
792,"Um Natal Muito, Muito Louco",2004,5.2,22,31127,52.0
793,Exorcista - O Início,2004,5.1,30,30005,51.0
794,O Lenhador,2004,7.2,72,28948,72.0
795,Melinda e Melinda,2004,6.5,54,28538,65.0
796,Edukators,2004,7.5,68,28263,75.0
797,Violação de Privacidade,2004,6.2,43,28119,62.0
798,Quase um Segredo,2004,7.3,74,27852,73.0
799,A Inveja Mata,2004,4.8,31,27531,48.0
800,Spartan,2004,6.6,60,27389,66.0
801,Bebês Geniais 2: Super Bebês,2004,2.0,9,26886,20.0
802,Pânico na Ilha,2004,5.7,45,25046,57.0
803,Fúria em Duas Rodas,2004,4.0,41,24720,40.0
804,Confissões de uma Adolescente em Crise,2004,4.6,33,24631,46.0
805,You Got Served,2004,3.5,37,24182,35.0
806,Anaconda 2 - A Caçada Pela Orquídea Sangrenta,2004,4.6,40,24056,46.0
807,Na Trilha da Fama,2004,5.9,33,24035,59.0
808,Um Encontro com Seu Ídolo!,2004,5.6,52,23995,56.0
809,O Assassinato de um Presidente,2004,7.0,63,23959,70.0
810,Dirty Dancing - Noites de Havana,2004,6.0,39,23604,60.0
811,O Enviado,2004,4.8,24,23189,48.0
812,Uma Canção de Amor para Bobby Long,2004,7.2,48,23068,72.0
813,Caiu do Céu,2004,6.9,74,22791,69.0
814,O Segredo de Vera Drake,2004,7.7,83,21277,77.0
815,Nota Máxima,2004,5.7,35,20886,57.0
816,Leis da Atração,2004,5.9,38,19816,59.0
817,Querido Frankie,2004,7.8,63,19593,78.0
818,Uma Festa no Ar,2004,4.4,33,19250,44.0
819,9 Canções,2004,4.9,43,19051,49.0
820,No Pique de Nova York,2004,4.9,33,18892,49.0
821,Sobrevivendo ao Natal,2004,5.3,19,18826,53.0
822,Ninguém Pode Saber,2004,8.1,88,18775,81.0
823,A Filha do Presidente,2004,5.0,31,18388,50.0
824,Noiva e Preconceito,2004,6.2,55,18215,62.0
825,Feira das Vaidades,2004,6.2,53,18201,62.0
826,A Marca,2004,5.2,26,18054,52.0
827,Batman Begins,2005,8.3,70,1080859,83.0
828,V de Vingança,2005,8.2,62,871248,82.0
829,Sin City: A Cidade do Pecado,2005,8.0,74,691212,80.0
830,Star Wars: Episódio III - A Vingança dos Sith,2005,7.6,68,573041,76.0
831,Harry Potter e o Cálice de Fogo,2005,7.7,81,431660,77.0
832,Sr. & Sra. Smith,2005,6.5,55,380904,65.0
833,Guerra dos Mundos,2005,6.5,73,359406,65.0
834,A Fantástica Fábrica de Chocolate,2005,6.7,72,352629,67.0
835,King Kong,2005,7.2,81,341992,72.0
836,O Virgem de 40 Anos,2005,7.1,73,335617,71.0
837,"As Crônicas de Nárnia: O Leão, a Feiticeira e o Guarda-Roupa",2005,6.9,75,312032,69.0
838,Penetras Bons de Bico,2005,7.0,64,296209,70.0
839,Madagascar,2005,6.9,57,295869,69.0
840,Quarteto Fantástico,2005,5.7,40,280952,57.0
841,O Segredo de Brokeback Mountain,2005,7.7,87,277699,77.0
842,A Ilha,2005,6.9,50,276317,69.0
843,O Senhor das Armas,2005,7.6,62,262569,76.0
844,Hitch: Conselheiro Amoroso,2005,6.6,58,260620,66.0
845,Serenity: A Luta Pelo Amanhã,2005,7.9,74,255755,79.0
846,Constantine,2005,6.9,50,254871,69.0
847,Cruzada,2005,7.2,63,233609,72.0
848,Orgulho & Preconceito,2005,7.8,82,210430,78.0
849,A Noiva Cadáver,2005,7.4,83,206638,74.0
850,Jogos Mortais 2,2005,6.6,40,202672,66.0
851,Marcas da Violência,2005,7.5,81,199588,75.0
852,Johnny & June,2005,7.9,72,199445,79.0
853,Obrigado por Fumar,2005,7.6,71,198969,76.0
854,Beijos e Tiros,2005,7.6,72,188937,76.0
855,Munique,2005,7.6,74,187016,76.0
856,Ponto Final: Match Point,2005,7.7,72,179572,77.0
857,Abismo do Medo,2005,7.2,71,169187,72.0
858,Carga Explosiva 2,2005,6.3,56,168292,63.0
859,O Guia do Mochileiro das Galáxias,2005,6.8,63,165771,68.0
860,A Luta Pela Esperança,2005,8.0,69,157438,80.0
861,Soldado Anônimo,2005,7.0,58,152807,70.0
862,O Albergue,2005,5.9,55,148757,59.0
863,Golpe Baixo,2005,6.4,48,140334,64.0
864,Menina Má.Com,2005,7.1,58,139232,71.0
865,Plano de Vôo,2005,6.2,53,134670,62.0
866,Hooligans,2005,7.5,55,126349,75.0
867,Memórias de uma Gueixa,2005,7.4,54,125116,74.0
868,O Jardineiro Fiel,2005,7.5,82,118037,75.0
869,As Loucuras de Dick & Jane,2005,6.1,47,117645,61.0
870,Quatro Irmãos,2005,6.9,49,117471,69.0
871,Syriana - A Indústria do Petróleo,2005,7.0,76,115100,70.0
872,Æon Flux,2005,5.5,36,114721,55.0
873,Robôs,2005,6.3,64,112152,63.0
874,Capote,2005,7.4,88,108488,74.0
875,Wallace & Gromit - A Batalha dos Vegetais,2005,7.5,87,105984,75.0
876,Os Irmãos Grimm,2005,5.9,51,104024,59.0
877,O Exorcismo de Emily Rose,2005,6.7,46,103831,67.0
878,Coach Carter: Treino para a Vida,2005,7.3,57,101075,73.0
879,A Casa de Cera,2005,5.3,41,100806,53.0
880,Vôo Noturno,2005,6.5,71,99328,65.0
881,Camisa de Força,2005,7.1,44,98353,71.0
882,Refém,2005,6.6,44,97751,66.0
883,A Chave Mestra,2005,6.5,47,93923,65.0
884,Doom: A Porta do Inferno,2005,5.2,34,92702,52.0
885,Horror Em Amityville,2005,6.0,33,92059,60.0
886,Cão de Briga,2005,7.0,58,89766,70.0
887,A Ponta de um Crime,2005,7.4,72,89653,74.0
888,A Intérprete,2005,6.4,62,89542,64.0
889,Apenas Amigos,2005,6.2,47,88594,62.0
890,E Se Fosse Verdade...,2005,6.7,47,87708,67.0
891,Boa Noite e Boa Sorte,2005,7.5,80,87070,75.0
892,Flores Partidas,2005,7.2,79,86773,72.0
893,Terra dos Mortos,2005,6.2,71,82850,62.0
894,Sahara,2005,6.0,41,81722,60.0
895,Rejeitados Pelo Diabo,2005,6.9,53,81117,69.0
896,A Hora do Rango,2005,6.8,30,79653,68.0
897,Revólver,2005,6.5,25,79174,65.0
898,O Chamado 2,2005,5.4,44,78975,54.0
899,A Lenda do Zorro,2005,5.9,47,78137,59.0
900,Elektra,2005,4.8,34,76128,48.0
901,O Novo Mundo,2005,6.7,69,74856,67.0
902,Zathura - Uma Aventura Espacial,2005,6.1,67,74632,61.0
903,O Amigo Oculto,2005,5.9,35,74165,59.0
904,Operação Babá,2005,5.6,30,73245,56.0
905,O Sol de Cada Manhã,2005,6.6,61,71886,66.0
906,O Galinho Chicken Little,2005,5.8,48,70586,58.0
907,Os Gatões: Uma Nova Balada,2005,5.1,33,69140,51.0
908,Assalto à 13ª Delegacia,2005,6.3,54,68262,63.0
909,Mergulho Radical,2005,5.8,45,66739,58.0
910,Super Escola de Heróis,2005,6.2,62,66663,62.0
911,A Passagem,2005,6.9,41,65711,69.0
912,Fora de Rumo,2005,6.6,40,65234,66.0
913,A Lula e a Baleia,2005,7.4,82,64828,74.0
914,Be Cool: O Outro Nome do Jogo,2005,5.7,37,61915,57.0
915,A Feiticeira,2005,4.8,34,61626,48.0
916,Tudo Acontece em Elizabethtown,2005,6.4,45,61256,64.0
917,De Repente é Amor,2005,6.6,48,61231,66.0
918,Domino: A Caçadora de Recompensas,2005,6.0,36,60077,60.0
919,Wolf Creek - Viagem ao Inferno,2005,6.3,54,59614,63.0
920,Caché,2005,7.3,83,59203,73.0
921,xXx 2 - Estado de Emergência,2005,4.4,37,59018,44.0
922,Lady Vingança,2005,7.6,75,59001,76.0
923,Tempos de Violência,2005,6.9,56,57348,69.0
924,Miss Simpatia 2: Armada e Poderosa,2005,5.0,34,56674,50.0
925,"Nanny McPhee, a Babá Encantada",2005,6.6,59,55365,66.0
926,Em Seu Lugar,2005,6.5,60,54307,65.0
927,Gol!: O Sonho Impossível,2005,6.7,53,54053,67.0
928,Água Negra,2005,5.6,52,53307,56.0
929,Uma Vida Iluminada,2005,7.5,58,52817,75.0
930,Tudo em Família,2005,6.3,56,52174,63.0
931,A Marcha dos Pinguins,2005,7.6,79,50128,76.0
932,Deu a Louca na Chapeuzinho,2005,6.5,45,49007,65.0
933,Quatro Amigas e um Jeans Viajante,2005,6.5,66,47865,65.0
934,A Sogra,2005,5.5,31,47486,55.0
935,Stealth - Ameaça Invisível,2005,5.0,35,47219,50.0
936,Casanova,2005,6.5,57,46750,65.0
937,Desafiando os Limites,2005,7.8,68,46657,78.0
938,Os Reis de Dogtown,2005,7.1,56,46565,71.0
939,Doze é Demais 2,2005,5.5,34,46417,55.0
940,A Proposta,2005,7.4,73,45042,74.0
941,O Homem Urso,2005,7.8,87,44938,78.0
942,O Filho do Máscara,2005,2.2,20,44698,22.0
943,Dizem Por Aí...,2005,5.5,35,44187,55.0
944,Rent: Os Boêmios,2005,7.0,53,43797,70.0
945,Vozes do Além,2005,5.5,30,43631,55.0
946,Um Gigolô Europeu por Acidente,2005,4.6,23,43446,46.0
947,Muito Bem Acompanhada,2005,6.1,32,41676,61.0
948,O Matador,2005,6.8,65,41544,68.0
949,Herbie: Meu Fusca Turbinado,2005,4.8,47,39155,48.0
950,Alone in the Dark: O Despertar do Mal,2005,2.3,9,38943,23.0
951,Tudo por Dinheiro,2005,6.2,50,38771,62.0
952,Fique Rico ou Morra Tentando,2005,5.1,45,38735,51.0
953,Entre o Bem e o Mal,2005,7.8,51,38601,78.0
954,A Prova,2005,6.8,64,38543,68.0
955,Amor em Jogo,2005,6.2,56,37942,62.0
956,Transamérica,2005,7.4,66,37671,74.0
957,Os Produtores,2005,6.4,52,36731,64.0
958,Terapia do Amor,2005,6.2,58,36712,62.0
959,A Família da Noiva,2005,5.9,49,35589,59.0
960,Três Enterros,2005,7.4,77,35562,74.0
961,Ritmo de Um Sonho,2005,7.4,68,34995,74.0
